Direction,District,Elevator,Floor,Id,Layout,Price,Region,Renovation,Size,Year
,盐市口,无,高楼层 (共6层),106101324079,3室2厅,225,南,简装,77.31㎡,未知年建
,新会展,有,低楼层 (共32层),106101305120,3室2厅,230,南,其他,157.95㎡,2009年建
,大源,有,低楼层 (共31层),106101304033,2室2厅,238,西,毛坯,95㎡,2012年建
,棕北,暂无数据,中楼层 (共6层),106101319101,3室1厅,97,南,其他,69.81㎡,2000年建
,中德,无,高楼层 (共6层),106101297827,4室2厅,256,西,其他,162.67㎡,2006年建
,一品天下,有,高楼层 (共9层),106101290030,3室2厅,268,西南,其他,155.78㎡,2003年建
,新双楠,有,中楼层 (共17层),106100990642,3室1厅,176,南,简装,90.6㎡,2013年建
,新会展,有,高楼层 (共31层),106100982177,3室2厅,295,南 北,毛坯,127.7㎡,2014年建
,万象城,有,高楼层 (共33层),106100981859,3室1厅,228,东 西,精装,87.59㎡,2013年建
,丽都,有,低楼层 (共18层),106100980055,3室2厅,256,东南,其他,107.9㎡,2011年建
,城南宜家,有,低楼层 (共23层),106100972162,2室2厅,225,南,毛坯,89.22㎡,2015年建
,光华大道沿线,有,高楼层 (共18层),106100962899,2室2厅,119,东北,简装,87.42㎡,2011年建
,驷马桥,有,中楼层 (共21层),106100939407,2室1厅,125,西,毛坯,70.43㎡,2016年建
,新北,有,低楼层 (共22层),106100935323,3室2厅,235,东北,其他,134.37㎡,2011年建
,草市街,有,高楼层 (共21层),106100937316,4室2厅,260,东北,其他,161㎡,2001年建
,温江老城,无,中楼层 (共5层),106100932673,3室2厅,100,东,其他,121.23㎡,2005年建
,三圣乡,有,高楼层 (共33层),106100908314,3室2厅,218,西南,其他,131.48㎡,2012年建
,大源,无,中楼层 (共5层),106100888854,4室2厅,580,南,精装,172.75㎡,2014年建
,东郊记忆,有,中楼层 (共11层),106100875336,2室2厅,131,西,其他,85.65㎡,2009年建
,东山,有,低楼层 (共33层),106100888436,3室2厅,95,东南,其他,89.6㎡,2016年建
,龙湾,有,中楼层 (共18层),106100875198,4室2厅,420,西北,毛坯,161.78㎡,2009年建
,SM广场,有,中楼层 (共29层),106100846135,3室1厅,115,西,简装,59.2㎡,2010年建
,李家沱,有,中楼层 (共21层),106100868185,2室2厅,150,南,其他,81.6㎡,2009年建
,红牌楼,有,低楼层 (共16层),106100842219,2室1厅,165,南,其他,75.88㎡,2011年建
,麓山,有,高楼层 (共22层),106100832913,3室1厅,165,东南,其他,105.29㎡,2015年建
,龙泉驿城区,有,高楼层 (共26层),106101273519,3室1厅,89.5,东北,精装,90.03㎡,2013年建
,市一医院,有,中楼层 (共11层),106100691967,3室2厅,288,西南 东北,毛坯,133.68㎡,2005年建
,金融城,有,低楼层 (共16层),106100638220,4室2厅,598,南 北,简装,203㎡,2008年建
,金融城,有,中楼层 (共18层),106100682393,3室2厅,469,北,其他,133㎡,2013年建
,合江亭,有,高楼层 (共31层),106100273991,3室2厅,276,东,其他,83.65㎡,2009年建
,簇桥,有,高楼层 (共18层),106100851743,2室1厅,64,北,简装,78.87㎡,未知年建
,城南宜家,有,高楼层 (共18层),106100765886,2室2厅,128,西南,简装,74.92㎡,2009年建
,金沙,有,高楼层 (共31层),106100801248,4室2厅,430,东南,毛坯,157.7㎡,2012年建
,万象城,有,低楼层 (共33层),106101630416,2室2厅,115,西南,其他,67.91㎡,2008年建
,丽都,有,中楼层 (共18层),106101267787,2室2厅,165,东北,其他,76.7㎡,2011年建
,温江大学城,有,低楼层 (共25层),106100991654,3室2厅,115,东南,其他,121.98㎡,2009年建
,五块石,有,中楼层 (共29层),106101269277,2室1厅,75,东,其他,84.32㎡,2010年建
,合江亭,暂无数据,高楼层 (共7层),106101262137,3室1厅,173,南,简装,82.44㎡,未知年建
,抚琴小区,无,高楼层 (共7层),106101630398,3室1厅,92.5,西南,其他,77.91㎡,1995年建
,万家湾,有,中楼层 (共18层),106101257540,3室2厅,182,南,其他,128.35㎡,2010年建
,东山,无,中楼层 (共6层),106101254174,3室2厅,110,东北,精装,113.9㎡,2004年建
,太升路,有,高楼层 (共32层),106101255502,2室1厅,155,西,其他,88.16㎡,2009年建
,金沙,有,中楼层 (共18层),106101246296,3室2厅,262,东南,其他,124.29㎡,2010年建
,温江大学城,有,中楼层 (共11层),106101251090,4室2厅,123,西北,其他,122.79㎡,2013年建
,市一医院,有,中楼层 (共22层),106101251984,2室2厅,199,南,精装,86.78㎡,2014年建
,动物园,有,低楼层 (共18层),106101239917,3室2厅,130,南,其他,85.23㎡,2011年建
,桐梓林,有,高楼层 (共22层),106101232352,2室2厅,233,南,其他,86.83㎡,2009年建
,府南新区,有,高楼层 (共12层),106101238596,2室1厅,90,南,其他,51.31㎡,2005年建
,航空港,有,高楼层 (共23层),106101233054,2室2厅,113,南,简装,79.21㎡,2009年建
,外光华,有,低楼层 (共17层),106101623080,2室1厅,117,南,其他,43.56㎡,2014年建
,温江大学城,暂无数据,高楼层 (共33层),106101231512,3室2厅,95,东,其他,89.32㎡,2015年建
,外光华,有,低楼层 (共21层),106101228789,3室2厅,260,东 西,其他,102.17㎡,2013年建
,川音,暂无数据,高楼层 (共7层),106101224366,3室2厅,125,东,其他,100.48㎡,2000年建
,光华大道沿线,有,高楼层 (共18层),106101223246,3室1厅,206,东,其他,134.91㎡,2009年建
,航天,无,高楼层 (共6层),106101222469,2室2厅,88,东南,简装,88.82㎡,2006年建
,一品天下,有,高楼层 (共32层),106101263911,3室2厅,260,北,其他,105.38㎡,2008年建
,营门口,暂无数据,中楼层 (共7层),106101221705,3室1厅,139,北,其他,103.1㎡,未知年建
,大面,有,低楼层 (共11层),106101249332,4室2厅,270,南,精装,119.75㎡,2013年建
,三圣乡,有,高楼层 (共32层),106101217339,2室2厅,164,南,简装,86.93㎡,2014年建
,市一医院,有,高楼层 (共22层),106101225110,4室2厅,472,南 北,毛坯,218.19㎡,2014年建
,双楠,有,高楼层 (共17层),106101178873,1室0厅,59,西,其他,45.95㎡,2005年建
,新会展,有,中楼层 (共35层),106101155464,1室1厅,83,东,其他,50.57㎡,2012年建
,芙蓉古城,有,高楼层 (共18层),106101125665,5室2厅,145,东,其他,161.72㎡,2012年建
,东湖,有,高楼层 (共29层),106100899880,2室1厅,141,东南,精装,85.8㎡,2009年建
,犀浦,无,低楼层 (共6层),106101310529,3室2厅,138,东南,简装,133.9㎡,2004年建
,万象城,有,低楼层 (共32层),106101100257,2室2厅,215,南 北,精装,68.4㎡,2010年建
,外光华,有,低楼层 (共20层),106101459798,1室1厅,70,西,其他,54.39㎡,2010年建
,市一医院,有,低楼层 (共22层),106100010567,2室2厅,228,南,毛坯,88.28㎡,2014年建
,东湖,有,中楼层 (共33层),106101055456,3室2厅,380,西南,精装,120.21㎡,2008年建
,营门口,有,高楼层 (共11层),106100923093,3室2厅,195,东南,精装,105.41㎡,2004年建
,武侯立交,有,低楼层 (共11层),106101430248,1室0厅,50,东南,毛坯,40.73㎡,2004年建
,静居寺,无,高楼层 (共6层),106100975289,2室1厅,110,南,简装,77.37㎡,1999年建
,麓山,有,低楼层 (共32层),106101513754,5室1厅,326,东南,其他,214.23㎡,2013年建
,衣冠庙,有,高楼层 (共22层),106101456068,4室1厅,279,西南,精装,135.73㎡,2012年建
,新双楠,有,低楼层 (共11层),106101477901,3室1厅,158,东 西,简装,82㎡,2012年建
,天府长城,有,中楼层 (共30层),106101379664,3室2厅,950,东南,其他,275.61㎡,2011年建
,华阳,无,低楼层 (共6层),106101291798,3室2厅,198,东,简装,132.36㎡,2001年建
,草金立交,有,中楼层 (共15层),106101259264,2室1厅,135,东南,精装,85.81㎡,2011年建
,川师,有,高楼层 (共32层),106101661813,3室2厅,190,南,其他,89.28㎡,2015年建
,外双楠,有,中楼层 (共16层),106101283611,3室2厅,308,东南,精装,132.36㎡,2010年建
,温江新城,有,高楼层 (共28层),106100791739,2室1厅,98,西南,其他,92.26㎡,2007年建
,万象城,有,中楼层 (共32层),106100808295,3室2厅,190,东 西,毛坯,79.53㎡,2010年建
,航空港,有,高楼层 (共17层),106101483700,3室2厅,140,南,其他,102.44㎡,2013年建
,动物园,有,中楼层 (共38层),106101573428,3室1厅,106,西北,其他,65.04㎡,2016年建
,东山,有,高楼层 (共31层),106101592550,2室2厅,81,东南,其他,70.26㎡,2015年建
,营门口,有,高楼层 (共33层),106101211616,2室1厅,178,西北,其他,89.09㎡,2008年建
,外双楠,有,低楼层 (共11层),106101212685,2室1厅,180,北,其他,84.57㎡,2010年建
,东升镇,暂无数据,中楼层 (共16层),106101208415,3室2厅,130,北,其他,97.37㎡,2014年建
,蛟龙港,有,低楼层 (共16层),106101205804,4室2厅,175,北,其他,156.51㎡,2010年建
,温江大学城,有,低楼层 (共29层),106101201181,3室2厅,156,东南,其他,130.43㎡,2016年建
,一品天下,有,中楼层 (共30层),106101204158,2室1厅,205,东南,其他,86.28㎡,2008年建
,华侨城,有,中楼层 (共34层),106101202433,2室1厅,117,东南,其他,84.86㎡,2009年建
,华阳,无,中楼层 (共6层),106101357223,3室2厅,169,南,其他,131.68㎡,2003年建
,新华公园,无,高楼层 (共6层),106101258983,2室1厅,81,东南,简装,59.76㎡,1994年建
,市一医院,有,高楼层 (共18层),106101252882,2室1厅,182,东,其他,88.66㎡,2012年建
,万象城,无,高楼层 (共6层),106101144794,2室1厅,63,东南,简装,53.81㎡,1994年建
,龙湾,有,低楼层 (共18层),106101117494,3室2厅,380,南,精装,139.51㎡,2009年建
,南湖,有,中楼层 (共34层),106101526650,2室1厅,129,东北,其他,85.59㎡,2010年建
,航天,暂无数据,中楼层 (共6层),106101068255,3室2厅,85,南 北,简装,91.78㎡,未知年建
,九眼桥,有,中楼层 (共24层),106101016030,3室2厅,350,西北,精装,124.09㎡,2008年建
,新双楠,有,高楼层 (共11层),106100842150,4室2厅,291,西北,精装,112.25㎡,2012年建
,浣花溪,无,低楼层 (共3层),106100975616,4室2厅,538,北,简装,206.18㎡,2004年建
,南湖,有,中楼层 (共29层),106101643085,3室2厅,182,北,其他,131.19㎡,2011年建
,东湖,有,高楼层 (共32层),106101595768,4室2厅,349,南 北,简装,120.42㎡,2011年建
,万家湾,有,中楼层 (共24层),106101512153,3室2厅,175,南,其他,84.85㎡,2012年建
,五大花园,有,高楼层 (共14层),106101484041,2室2厅,140,东北,其他,76.29㎡,2012年建
,簇桥,有,低楼层 (共12层),106101460817,3室2厅,154,东,精装,85.11㎡,2013年建
,珠江新城,有,高楼层 (共18层),106101488203,4室2厅,210,东南,精装,140.34㎡,2015年建
,丽都,有,低楼层 (共17层),106101437791,2室1厅,156,东,其他,75.85㎡,2007年建
,草市街,有,中楼层 (共31层),106101459198,2室1厅,93,东南,其他,59.15㎡,2008年建
,城南宜家,有,高楼层 (共31层),106101428868,4室2厅,425,南 北,其他,200.5㎡,2013年建
,新会展,有,低楼层 (共32层),106101434130,3室2厅,345,北,其他,208.01㎡,2008年建
,新会展,有,中楼层 (共49层),106101405685,4室2厅,470,东南,其他,175.9㎡,2017年建
,红星路,暂无数据,中楼层 (共18层),106101401560,3室2厅,325,北,其他,124.22㎡,2006年建
,簇桥,有,高楼层 (共13层),106101391005,2室2厅,155,东,简装,90.85㎡,2014年建
,东苑,有,中楼层 (共30层),106101398916,4室2厅,425,南,简装,153㎡,2008年建
,成渝立交,有,高楼层 (共31层),106101378869,3室2厅,168,西南,其他,88.66㎡,2014年建
,外光华,有,高楼层 (共22层),106101368883,4室2厅,325,南 北,其他,128.22㎡,2014年建
,东山,有,中楼层 (共18层),106101357710,3室2厅,125,东南,精装,95.58㎡,2015年建
,优品道,有,中楼层 (共18层),106101360611,3室2厅,409,南,其他,154.55㎡,2010年建
,川大,无,低楼层 (共7层),106101353912,3室2厅,225,南 北,其他,99.62㎡,2000年建
,新会展,有,低楼层 (共32层),106101347130,4室2厅,475,东南,其他,283.97㎡,2008年建
,成外,有,高楼层 (共18层),106101198012,2室2厅,121,东北,其他,86.06㎡,2011年建
,簇桥,有,高楼层 (共14层),106101199826,2室2厅,155,东,精装,84㎡,2011年建
,金融城,有,高楼层 (共33层),106101195475,3室2厅,510,东南,其他,137.18㎡,2013年建
,大面,有,低楼层 (共32层),106101194546,3室1厅,135,西北,精装,91.3㎡,2011年建
,麓山,有,低楼层 (共29层),106101193140,3室2厅,138,北,其他,102.38㎡,2015年建
,龙湾,有,低楼层 (共18层),106101188330,4室2厅,400,东北,精装,166.78㎡,2009年建
,三圣乡,有,高楼层 (共28层),106101185210,3室2厅,280,西南,毛坯,142.52㎡,2012年建
,中德,无,低楼层 (共6层),106101182301,3室2厅,199,西,精装,128.9㎡,2006年建
,府南新区,有,中楼层 (共12层),106101176378,2室1厅,109,西南,其他,67.67㎡,2005年建
,盐市口,无,高楼层 (共7层),106101172972,3室1厅,195,南 北,其他,76.44㎡,未知年建
,龙湾,有,高楼层 (共18层),106101172375,4室2厅,425,北,其他,161.78㎡,2009年建
,温江新城,有,中楼层 (共11层),106101172386,4室2厅,208,东南,其他,138.75㎡,2010年建
,大源,有,高楼层 (共26层),106101170583,3室1厅,332,南,其他,138㎡,2012年建
,新双楠,有,中楼层 (共17层),106101167786,3室1厅,203,东北,简装,90.41㎡,2013年建
,四河,有,中楼层 (共29层),106101165767,2室1厅,105,西,其他,58.52㎡,2013年建
,五块石,有,低楼层 (共22层),106101159234,3室2厅,140,东南 南,精装,110.78㎡,2007年建
,国宾,有,低楼层 (共18层),106101155076,2室1厅,142,南,其他,88.95㎡,2008年建
,武侯立交,有,高楼层 (共16层),106101148562,2室1厅,150,东,其他,82.48㎡,2009年建
,盐市口,暂无数据,中楼层 (共6层),106101145761,2室1厅,139,北,简装,62.04㎡,未知年建
,犀浦,无,中楼层 (共6层),106101135428,3室2厅,135,东南,其他,133.9㎡,2004年建
,三官堂,有,低楼层 (共34层),106101141691,2室1厅,165,南,精装,79.53㎡,2011年建
,动物园,有,高楼层 (共18层),106101138723,3室2厅,156,北,简装,112.7㎡,2008年建
,衣冠庙,有,中楼层 (共7层),106101135210,2室1厅,130,北,其他,71.34㎡,2000年建
,海洋公园,有,中楼层 (共31层),106100784100,1室2厅,73,南,其他,50.79㎡,2012年建
,万象城,有,中楼层 (共32层),106101600512,2室1厅,185,西,精装,90.17㎡,2009年建
,花都大道,有,高楼层 (共6层),106101593714,3室1厅,119,南,毛坯,110.81㎡,2007年建
,光华大道沿线,暂无数据,低楼层 (共38层),106101577862,2室1厅,91,东南,其他,70.14㎡,2016年建
,琉璃场,无,中楼层 (共6层),106101503528,2室2厅,93,东南,精装,71.42㎡,2003年建
,攀成钢,有,高楼层 (共30层),106101451746,3室2厅,535,东北,其他,184.83㎡,2014年建
,洪河,有,高楼层 (共11层),106101457126,3室2厅,150,东北,其他,89.75㎡,2015年建
,龙湾,有,中楼层 (共18层),106101379283,3室2厅,355,北,精装,133.62㎡,2009年建
,金沙,有,高楼层 (共31层),106101341399,3室2厅,235,东南,精装,89.67㎡,2010年建
,外双楠,有,中楼层 (共12层),106101194253,3室2厅,180,西,精装,101.68㎡,2006年建
,万象城,有,低楼层 (共28层),106101674102,2室2厅,140,东,简装,81.97㎡,2009年建
,华侨城,有,中楼层 (共4层),106101632980,3室2厅,480,西南,精装,150.68㎡,2011年建
,沙河堡,有,低楼层 (共35层),106101536902,2室2厅,159,东北,其他,70.14㎡,2012年建
,武侯立交,无,高楼层 (共6层),106101522352,2室1厅,89.5,东南,其他,72.1㎡,2005年建
,市一医院,有,中楼层 (共22层),106101466505,2室2厅,215,南,精装,87.45㎡,2014年建
,红光,有,高楼层 (共22层),106101481446,2室0厅,43,西北,其他,57.11㎡,2008年建
,温江老城,有,高楼层 (共17层),106101453504,3室2厅,165,南,其他,124.9㎡,2011年建
,三圣乡,有,低楼层 (共34层),106101489967,2室2厅,96,西北,其他,54.85㎡,2011年建
,攀成钢,有,中楼层 (共33层),106101450071,2室1厅,187,东南,其他,84.09㎡,2009年建
,桐梓林,有,中楼层 (共11层),106101443304,2室2厅,168,西,其他,86㎡,2002年建
,营门口,暂无数据,低楼层 (共7层),106101407474,3室2厅,155,东南,其他,103.1㎡,未知年建
,大源,有,低楼层 (共31层),106101377267,4室2厅,432,南,其他,144.18㎡,2012年建
,红牌楼,有,中楼层 (共13层),106101376673,2室2厅,150,西南,其他,81.28㎡,2009年建
,三圣乡,有,中楼层 (共32层),106101352235,2室2厅,105,东南,其他,71.01㎡,2013年建
,万象城,无,中楼层 (共7层),106101372180,2室1厅,75,南,其他,54.2㎡,1998年建
,三圣乡,有,中楼层 (共34层),106101342009,2室1厅,103,西南,精装,53.02㎡,2011年建
,川师,无,高楼层 (共6层),106101312036,3室2厅,308,南,简装,96.52㎡,2007年建
,猛追湾,有,高楼层 (共18层),106101344504,3室2厅,390,南,其他,161.1㎡,2009年建
,温江大学城,有,高楼层 (共18层),106101267028,2室1厅,91,西,精装,79.6㎡,2011年建
,卓锦城,有,高楼层 (共33层),106101291220,3室2厅,170,西南,简装,87.99㎡,2012年建
,五大花园,有,中楼层 (共20层),106100825310,2室1厅,130,南,其他,65.16㎡,2012年建
,五块石,有,高楼层 (共19层),106100804579,3室1厅,124,南,简装,89.49㎡,2009年建
,万年场,有,中楼层 (共11层),106100810706,2室2厅,137,北,简装,82.04㎡,2006年建
,中海国际,无,中楼层 (共6层),106100762017,3室2厅,275,西南,其他,121.1㎡,2009年建
,东苑,有,低楼层 (共32层),106100748445,4室2厅,570,南,毛坯,208.31㎡,2012年建
